X,Y,OBJECTID,AREA_,PERIMETER,KSLIDE_,KSLIDE_ID,SW_ID,DECADE,LOCATION,NEIGHBORHO,TDATE,DTDATE,YEAR_,MONTH_,DAY_,FILENUMBER,CONSULTANT,SWJOB,CONFIDENTI,SLOPEHEIGH,SLIDETYPE,DEBRISFLOW,SIZE_,VEGETATION,TOPOGRAPHY,GEO1,GEO2,GEO3,GEO4,NATURAL_,GRNDWTR,SURFACEWAT,WEATHER,FILL_CUT,ROADFILL_C,SURFACEDRA,PIPELEAK,TRENCHFILL,HUMANINFLU,DAMAGE,REPAIRTYPE,REPAIREFFE,FIELDCHECK,YSNSLIDE,DATECONFID,COMMENTS,INPOTSLIDE,INSTEEPSLP,SE_ANNO_CAD_DATA,EVENT_DATE,PUBLIC_,PRIVATE,PARK,UNOPENED_R,COMMENTS_2,COMMENTS_3,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PARCELS_IMPACTED,RECID
-13623978.8608,6047425.5948,884,0,0,0,915,1070,1950,2504 Thorndyke Ave W,MAG,19540201,1954-02-01 00:00:00,1954,2,1,t-3,,,0,25,SC,N,S,B,MS,HC,QC,,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Setdown in bank on west side of Thorndyke Avenue - date not known,1,0,,,,,,,,,,,SDE,2019/09/10 22:47:39+00,,915
-13624456.6118,6045761.3122,885,0,0,0,916,1071,1990,2600 W marina pl,MAG,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,65,SC,N,S,B,SS,HC,,,,,,,,,,,,,Unknown,0,,,True,1,True,Slide to sidewalk,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:39+00,,916
-13624752.0757,6045809.954,886,0,0,0,917,1072,1980,2805 W Galer St,MAG,19870314,1987-03-14 00:00:00,1987,3,14,SED G-2-C,DM,,0,160,SC,N,L,B,SS,HF,QT,QS,QC,N,N,N,N,N,,,,,Human,3,,,True,0,True,Leaky water line owned by resident determined by Dames & Moore to be culprit for slide,1,1,,,,,,,Further information can be found in SED G-2-C,,,,SDE,2019/09/10 22:47:39+00,,917
-13627305.9691,6048192.3592,887,0,0,0,918,1073,1960,2837 perkins ln w,MAG,19670101,1967-01-01 00:00:00,1967,1,1,SED P-8,,,0,75,SC,N,S,T,SS,HC,QT,,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Blocked Perkins - not sure of exact date but in this winter,1,1,,,,,,,This point represents an approximation of the point of initiation.,See file SED P-8 for more information.,,,SDE,2019/09/10 22:47:39+00,,918
-13627315.6548,6048121.5414,888,0,0,0,919,1074,1990,2837 perkins ln w,MAG,19920924,1992-09-24 00:00:00,1992,9,24,p-8,,,0,50,SC,N,S,B,SS,HC,QT,,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,True,Small slide blocked half of Perkins,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:39+00,,919
-13627343.2945,6048277.1363,889,0,0,0,920,1075,1990,2900 perkins ln w,MAG,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,40,DS,,L,,,,,,,,,,,,,,,,Unknown,3,,,False,1,True,Slide moving house and car,0,0,,,,,,,,,,,SDE,2019/09/10 22:47:39+00,,920
-13627429.6662,6048353.3344,890,0,0,0,921,1076,1990,3009 perkins ln w,MAG,19910101,1991-01-01 00:00:00,1991,1,1,S&W,,w-5502-01,0,30,SC,N,S,B,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,2,,,True,1,False,Damaged rock wall on beach - month and day not known - address not known but south of 3019,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:39+00,,921
-13627360.1754,6048433.9401,891,0,0,0,922,1077,1960,3035 perkins ln w,MAG,19660101,1966-01-01 00:00:00,1966,1,1,p-9,,,0,75,DS,N,L,B,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,3,,,True,1,True,Outbuilding slid into Sound - easternmost scarp near residence,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:40+00,,922
-13625193.9928,6045915.5904,892,0,0,0,923,1078,1990,3061 w galer st,MAG,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7670-01,0,50,BO,N,S,B,SS,HC,QT,QS,QC,Y,Y,Y,U,N,,,,,Human,1,,,True,1,True,Slide from park property into street to the north of this residence,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:40+00,,923
-13625249.1734,6051020.7188,893,0,0,0,924,1079,1990,3115 w harley st,MAG,19970319,1997-03-19 00:00:00,1997,3,19,96-97 Storm,,,0,45,SC,N,S,T,MS,HC,,,,Y,,,U,Y,C,,,,Human,1,W,Y,True,1,False,Slide undermined slab-on-grade - scarp is in close proximity to foundation (1 foot at the closest point) -month and day not known,1,1,,,,,,,King County 3113 W Harley St is Seattle's 3113-3117 W Harley St,,,,SDE,2019/09/10 22:47:40+00,3115 (3113) W Harley St,924
-13625426.1337,6046033.863,894,0,0,0,925,1082,1990,32nd ave w/w galer st,MAG,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,50,SC,N,S,B,MS,HC,,,,Y,Y,,U,N,,,,,Natural,0,,,True,1,True,Slide on east-facing slope just above parking area,1,1,,,,,,,,,,,SDE,2019/09/10 22:49:29+00,,925
-13625779.282,6050066.7445,895,0,0,0,926,1083,1980,3525 w elmore st,MAG,19860101,1986-01-01 00:00:00,1986,1,1,J120,,,0,-9999,SC,,,,,,,,,Y,,,U,,,,,,Natural,,,,False,0,True,"Landscape slide during construction - no danger to residence-No such address, could the house number be 3505?",0,1,,,,,,,,,,,SDE,2019/09/10 22:47:40+00,,926
-13625883.6139,6051423.1608,896,0,0,0,927,1084,1960,3515 W Commodore Way,MAG,19640101,1964-01-01 00:00:00,1964,1,1,SED C-15,,,0,30,DS,N,S,T,MS,HF,HC,,,Y,Y,Y,N,Y,FC,,,,Human,1,G,,True,1,False,Slump in cut bank of W. Commodore Way,1,1,,,,,,,Sidewalk was uplifted and tilted.,Older documents refer to address as 3602 W Commodore Way. Current address is 3515.,,,SDE,2019/09/10 22:47:40+00,3515,927
-13622558.1072,6049449.3238,897,0,0,0,928,1085,1920,3658 13th ave w,MAG,19250820,1925-08-20 00:00:00,1925,8,20,e-6,,,0,25,SC,Y,S,T,SS,HF,HC,,,N,Y,Y,N,Y,C,,,,Human,2,SD,N,False,1,True,Slide scarp was subsequently filled by City,1,0,,,,,,,,,,,SDE,2019/09/10 22:47:40+00,,928
-13622547.8481,6049463.2788,898,0,0,0,929,1086,1960,3658 13th ave w,QA,19610224,1961-02-24 00:00:00,1961,2,24,e-6,,,0,25,SC,Y,S,T,SS,HF,HC,,,N,Y,Y,N,Y,C,,,,Human,2,G,,False,1,True,Owner brought suit against city - William Shannon provided expert testimony,1,0,,,,,,,"A skin slide along 13th Ave W in front of houses 3646-3658.  Reports describe numerous cracks, set-downs up to 4', and damage to the concrete sidewalk and stairs.",Refer to overlapping polygon.,,,SDE,2019/09/10 22:47:40+00,,929
-13626577.6269,6051519.3859,899,0,0,0,930,1087,1990,40th ave w/w commodore w,MAG,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,40,SC,N,S,B,SS,HC,,,,Y,,,U,Y,C,,,,Human,1,,,True,1,False,Three slides on west side of 40th directly in line with Commodore,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:40+00,,930
-13627315.8359,6047676.1364,900,0,0,0,931,1089,1990,perkins ln w/w raye st,MAG,19900305,1990-03-05 00:00:00,1990,3,5,p-6,,,0,20,SC,N,S,B,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,W,Y,True,1,True,Slide is east of Perkins on slope,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,,931
-13614039.3843,6037582.4063,901,0,0,0,932,1090,1990,ML King Jr Way S & S Bayview St,MTB,19910405,1991-04-05 00:00:00,1991,4,5, SED M-15,,,0,20,SC,N,S,B,SS,HC,,,,Y,N,Y,N,Y,C,,,,Human,1,,,True,1,True,Slides onto Bayview Street from park property-Ecology block catchment wall and geogrid on the slope as of 2/16/99.,0,1,,,,,,,See file SED M-15 subfolder 1991 and/or attachment for additional information.,,,,SDE,2019/09/10 22:47:41+00,,932
-13613651.4085,6038706.2075,902,0,0,0,933,1091,1910,1500 Blk 30th Ave S,MTB,19130118,1913-01-18 00:00:00,1913,1,18,SED 30-A,,,0,75,DS,N,L,B,MS,HC,QS,QC,,Y,Y,Y,N,Y,C,,,,Human,2,W,,False,0,True,Slide extends from mid-1500 block of 30th - northwest to intersect of 29th and Atlantic,0,0,,,,,,,"1912 slide reactivated and extended back to this approximate location. Slide damaged three households, sidewalk, and sewer drains in the area.",See file SED 30-A and/or attachment for additional information.,,,SDE,2019/09/10 22:49:32+00,See polygon 425,933
-13614531.1609,6036025.9892,903,0,0,0,934,1094,1990,3418 24th Ave S,MTB,19970319,1997-03-19 00:00:00,1997,3,19,96-97 Storm,,,0,15,SC,N,S,G,SS,HF,HC,,,Y,,,U,,,,,,Natural,1,W,Y,True,1,False,Fence and retaining wall collapsed or displaced partially in alley--month and day not known--Ecology block wall present as of 2/16/99.,0,0,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,3418 24th Ave S,934
-13612050.4683,6034304.744,904,0,0,0,935,1096,1950,4304 S Snoqualmie St,MTB,19560106,1956-01-06 00:00:00,1956,1,6,SED S-3 1956,,,0,50,DS,N,S,G,SS,HF,HC,,,Y,Y,Y,N,Y,,,,,Human,1,,,True,1,True,"Slide in residence yard, fish pool at scarp - in fill? - slide to east of residence",0,1,,,,,,,Refer to overlapping polygon,,,,SDE,2019/09/10 22:47:41+00,,935
-13612533.4591,6042245.0006,905,0,0,0,936,1097,1920,900 Blk Lake Washinton Blvd,MTB,19261206,1926-12-06 00:00:00,1926,12,6,SED L-11,,,0,30,SC,N,S,T,MS,HC,QC,,,Y,Y,Y,N,N,,,,,Human,2,,,True,1,True,Lake Washington Boulevard S. Bridge closed as result - no dimensions of slide were found - proposed new concrete bridge,1,1,,,,,,,Grading of Lake Washington Blvd thought to have caused slide. ,See file SED L-11 and/or attachment for additional information.,,,SDE,2019/09/10 22:49:25+00,,936
-13623817.9505,6057809.0166,906,0,0,0,937,1098,1980,10336 bedford ct nw,NB,19860213,1986-02-13 00:00:00,1986,2,13,S&W,,,0,35,HBP,N,S,B,SS,HC,QS,QC,,Y,Y,,U,N,,,,,Natural,0,,,True,1,True,Earth movement which did not damage structures-bluff behind residence,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,,937
-13622244.7391,6061819.8273,907,0,0,0,938,1100,1990,1250 nw elford dr,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,35,SC,N,S,T,SS,HC,QT,,,Y,Y,N,,Y,Y,,,,Human,,,,True,1,True,Opposite driveway to 1251 - slide onto road - this one is about 80 feet north of SW_ID # 520,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,,938
-13622949.3759,6059453.7194,908,0,0,0,939,1101,1970,MP-10.2,NB,19711230,1971-12-30 00:00:00,1971,12,30,S&W,,w-2282-01,0,50,BO,N,L,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,True,Burlington Northern Santa Fe - Milepost 10.2 - projected from N.W. 116th Street down to the tracks - just north of Carkeek Drive,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,,939
-13624837.216,6057185.5064,909,0,0,0,940,1102,1930,MP-8.9-9.2,NB,19300101,1930-01-01 00:00:00,1930,1,1,S&W,,w-1146,0,90,HBP,N,S,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 8.9-9.2  - month and day not known,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,,940
-13624720.8026,6057250.8684,910,0,0,0,941,1103,1940,MP-8.9-9.2,NB,19490101,1949-01-01 00:00:00,1949,1,1,S&W,,j-590,0,90,HBP,N,S,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 8.9-9.2  - 13 slides in this area from 1949-1960,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:41+00,,941
-13624916.5734,6057149.2444,911,0,0,0,942,1104,1960,MP-8.9-9.2,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,90,HBP,N,S,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 8.9-9.2  - 13 slides in this area from 1949-1960,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:42+00,,942
-13624970.9161,6057119.7913,912,0,0,0,943,1105,1960,MP-8.9-9.2,NB,19670127,1967-01-27 00:00:00,1967,1,27,S&W,,w-1146,0,90,HBP,N,S,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Norther Santa Fe - Milepost 8.9-9.2,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:42+00,,943
-13625175.6747,6056859.489,913,0,0,0,944,1106,1990,3005 NW Esplanade,NB,19951227,1995-12-27 00:00:00,1995,12,27,S&W,,,0,30,SC,N,S,B,SS,HC,QC,,,Y,N,Y,N,N,,Y,,,Human,2,W/SD,Y,True,1,True,Slide south of this residence on the property some flooding of residence-pipe pile and wood lagging wall installed,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:42+00,,944
-13625489.5552,6056685.4414,914,0,0,0,945,1107,1990,9243 View Ave NW,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,40,SC,N,S,T,SS,HC,,,,Y,Y,,,Y,C,,,,Human,,,,True,1,True,Two slides - one is over slab and rail wall onto roadway - both behind residence-trees possibly into power lines,1,1,,,,,,,Cleanup of slide that crossed roadway associated with McGrath Claim. City was not responsible.,Debris slid through a portion of the building at 3251 NW Esplanade.,,,SDE,2019/09/10 22:47:42+00,"9243, 3251",945
-13625522.0154,6056672.4018,915,0,0,0,946,1109,1990,9239 View Ave NW,NB,19960201,1996-02-01 00:00:00,1996,2,1,"S&W, SED E-7-B", S&W,,0,40,SC,N,S,T,SS,HC,,,,Y,Y,,U,Y,C,,,,Human,,,,True,1,True,"Also known as below View Avenue N.W. Med. Shallow mudslide, possible.  Future damage Department of Construction and Land Use inspect; need to reinspect.",1,1,,,,,,,"SED E-7-B reports slide occurred across from 3254 NW Esplanade. However, closer inspection in Google maps indicates concrete bulkhead located across from 3260. Limited info in SED file.",Slide initiated from hill above street. Material was transported over a concrete bulkhead.,,,SDE,2019/09/10 22:47:19+00,9239,946
-13625612.1024,6054763.6059,916,0,0,0,947,1110,1940,MP-7.8,NB,19490101,1949-01-01 00:00:00,1949,1,1,S&W,,j-590,0,90,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.8 - near toe of slope,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:19+00,,947
-13625622.5144,6054806.0721,917,0,0,0,948,1111,1950,MP-7.8,NB,19550101,1955-01-01 00:00:00,1955,1,1,S&W,,j-590,0,90,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.8 -  near toe of slope,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,948
-13625634.1016,6054210.9859,918,0,0,0,949,1112,1930,MP-7.51,NB,19360101,1936-01-01 00:00:00,1936,1,1,S&W,,j-590,0,90,HBP,N,S,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.51 - at the top of the bluff-S&W did prepurchase in 1998-new home under construction on 1/12/99,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,949
-13625657.2695,6054191.6185,919,0,0,0,950,1113,1940,MP-7.51,NB,19490101,1949-01-01 00:00:00,1949,1,1,S&W,,j-590,0,90,HBP,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.51 - at the top of the bluff,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,950
-13625645.6904,6054239.0866,920,0,0,0,951,1114,1960,MP-7.51,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,90,HBP,N,S,T,SS,HC,QT,QS,QC,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.51 - at the top of the bluff,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,951
-13625566.5669,6054591.4781,921,0,0,0,952,1115,1990,MP-7.7,NB,19970319,1997-03-19 00:00:00,1997,3,19,S&W,,w-7685-01,0,50,SC,Y,S,T,SS,HC,QS,QC,,Y,Y,Y,U,N,,,,,Human,2,,,True,1,True,Slide is from the intersection of 34th Avenue N.W. and N.W. 77th Street - damaged sidewalk - onto railroad tracks,0,1,,,,,,,Scarp extended along the sidewalk for approx. 100'.,Refer to file SED 34-B 1997,,,SDE,2019/09/10 22:49:55+00,,952
-13625858.1276,6053830.1851,922,0,0,0,953,1116,1930,MP-7.35,NB,19331201,1933-12-01 00:00:00,1933,12,1,S&W,,j-590,0,100,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.35,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,953
-13625806.2877,6053925.9738,923,0,0,0,954,1117,1950,MP-7.4,NB,19500101,1950-01-01 00:00:00,1950,1,1,S&W,,j-590,0,120,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.4,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,954
-13625721.8143,6054017.4363,924,0,0,0,955,1118,1950,MP-7.4,NB,19560101,1956-01-01 00:00:00,1956,1,1,S&W,,j-590,0,120,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 7.4,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,955
-13626033.9885,6053167.2744,925,0,0,0,956,1119,1950,3616 NW 65th Ct,NB,19530813,1953-08-13 00:00:00,1953,8,13,65-A,,,0,14,SC,N,S,G,SS,HC,,,,N,Y,Y,N,Y,C,,,,Human,1,,,True,1,True,Slide resulting from removal of lateral support by grading of 37th Avenue N.W.,0,0,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,956
-13625688.8732,6054142.5158,926,0,0,0,957,1120,1990,7000 seaview ave nw,NB,19970101,1997-01-01 00:00:00,1997,1,1,96-97 Storm,,,0,150,SC,Y,L,T,SS,HC,QT,QS,QC,Y,Y,Y,,N,,,,,Human,,,,True,1,True,slide from east of the railroad tracks onto Seaview Avenue - opposite pier N&O of the Shilshole Bay Marina-groundwater emerging from 1/2 way up the slope on 1/12/99,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:20+00,,957
-13625677.8026,6056281.3742,927,0,0,0,958,1121,1970,9000/9100 Blks View Ave NW,NB,19740626,1974-06-26 00:00:00,1974,6,26,"SED V-7-A, V-7-B",S&W,w-2711-01,0,120,DS,N,L,T,SS,QS,QC,,,Y,Y,N,D,N,,,,,Natural,3,SSD,,True,1,True,"Major slide - extending from 9101 South to 9001 View Avenue - Shannon & Wilson worked for railroad, Dames & Moore for City, Twelker and Assoc.  for resident",0,1,,,,,,,Nine homes were damaged. Others were under threat. Nearly 1 million gallons of water were drained from the slide area.,See files for more information. V-7-A includes correspondences. V-7-B includes news articles and photographs. ,,,SDE,2019/09/10 22:49:01+00,"9003, 9001, 9009, 9013, 9021, 9035, 9037, 9039, 9043, 9049, 9055, 9111, 9117",958
-13623403.6995,6057257.7652,928,0,0,0,959,1122,1960,9800 bayard ave nw,NB,19630205,1963-02-05 00:00:00,1963,2,5,S&W,,w-63-254,0,-9999,SC,N,S,B,SS,HC,QS,QC,,N,Y,Y,N,N,,,,,Human,0,SD,,False,1,True,Slide is located on the bank to the west and north of the residence - 12 feet from the northwest corner of the residence - believed to be caused primarily by seepage from septic drain line-residence under construction-unable to locate slide 1/11/99,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,959
-13622625.3862,6060335.4622,929,0,0,0,960,1123,1960,MP-10.7,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,60,HBP,N,S,T,SS,HC,QT,QS,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 10.7 - upper bluff sloughing,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,960
-13622681.0421,6060908.3555,930,0,0,0,961,1124,1960,MP-11.0,NB,19600101,1960-01-01 00:00:00,1960,1,1,S&W,,j-590,0,110,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.0 -  on lower slope,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,961
-13622721.3269,6060801.9942,931,0,0,0,962,1125,1990,MP-11.0,NB,19970101,1997-01-01 00:00:00,1997,1,1,S&W,,w-7151-71,0,110,BO,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,False,Burlington Northern Santa Fe - Milepost 11.0 -  on lower slope,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,962
-13625892.5566,6052617.6237,932,0,0,0,963,1126,1990,NW 61st St/36th Ave NW,NB,19970101,1997-01-01 00:00:00,1997,1,1,SED 36-C 1997,,,0,20,SC,N,S,G,SS,HF,,,,Y,Y,Y,,Y,F,,,,Human,2,,,True,1,True,Slump between upper and lower roads - just north of 61st - upper road pavement is undermined 5 feet-several other small slumps along this fill slope observed on 1/12/99,0,0,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,963
-13622479.9324,6046562.7779,933,0,0,0,964,1128,1960,1118 w howe st,QA,19640213,1964-02-13 00:00:00,1964,2,13,S&W,,w-64-444,0,100,SC,N,S,S,SS,HF,QC,,,Y,Y,Y,N,Y,,,,,Human,2,,,True,1,False,Slide to the northwest of the property - affecting the northwest corner of the building - slide in fill - exact date is not known - no such address anymore,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,964
-13622366.5034,6045876.4781,934,0,0,0,965,1129,1980,11th Ave W / W Galer St,QA,19860118,1986-01-18 00:00:00,1986,1,18,SED 11-A-1,S&W,w-4499-01,0,100,BO,N,S,B,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,0,,,True,1,True,This slide is also associated with the failure just south where retaining wall failed.,1,0,,,,,,,Storm produced record 4.22 inches in 24-hour period. Shallow surface slide followed.,Rain caused excessive infiltration occurring in land area behind the bluff.,,,SDE,2019/09/10 22:47:21+00,,965
-13622527.2609,6045825.4558,935,0,0,0,966,1130,1970,1400 van buren ave w,QA,19720307,1972-03-07 00:00:00,1972,3,7,e-5-g,,,0,30,SC,N,S,S,MS,HF,,,,Y,N,Y,N,Y,F,,,,Human,1,,,True,1,True,Fill placed by resident for private drive failed onto Van Buren,1,1,,,,,,,,,,,SDE,2019/09/10 22:47:21+00,,966
-13619188.8488,6045796.196,936,0,0,0,967,1131,1950,1415 aurora ave N,QA,19570401,1957-04-01 00:00:00,1957,4,1,a-8-a,,,0,85,DS,N,L,S,MS,HF,,,,Y,Y,Y,N,Y,FC,,,,Human,3,G,,True,0,True,Retaining wall built privately for service station on Dexter Avenue failed for lack of drainage - wall was approximately 85 feet high and supporting Aurora Avenue,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,967
-13619046.26,6045964.7558,937,0,0,0,968,1132,1960,1505 Westlake Ave N,QA,19670414,1967-04-14 00:00:00,1967,4,14,d-5,,,0,80,DS,N,S,S,MS,HC,,,,N,Y,Y,N,Y,,,,,Human,0,,,False,1,True,Fill placed by Seattle Disposal without permit caused rotational slide - fill removed,1,0,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,968
-13620928.9444,6043901.9039,938,0,0,0,969,1133,1980,168 Western Ave W,QA,19830119,1983-01-19 00:00:00,1983,1,19,SED 1-A,,,0,10,SC,N,S,B,SS,HC,QT,,,Y,N,Y,N,Y,,,,,Human,0,,,True,1,True,Slough off of parking lot to the rear of business onto 200 2nd Avenue parking lot,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,969
-13619146.0326,6046392.0859,939,0,0,0,970,1134,1980,1747 dexter av n,QA,19860201,1986-02-01 00:00:00,1986,2,1,DCLU J236,,,0,45,SC,N,S,T,MS,HC,,,,Y,,,U,,,,,,Natural,,,,True,1,True,"Inspector's memo - minor slide did not threaten structure; primarily on adjacent property",1,1,,,,,,,King county 1751 Dexter Ave N is Seattle's 1745-1753 Dexter Ave N,,,,SDE,2019/09/10 22:47:22+00,"1740 Aurora Ave N, 1747 (1751) Dexter Ave N",970
-13619281.6684,6046382.7627,940,0,0,0,971,1135,1950,1800 Aurora Ave N,QA,19570522,1957-05-22 00:00:00,1957,5,22,SED A-8-D,,,0,50,DS,N,S,B,SS,HC,QC,,,Y,Y,Y,N,Y,C,Y,,,Human,1,SD,N,True,1,True,West side of Aurora Avenue cut into slope reducing lateral support and causing slumping/sloughing,0,1,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,971
-13622440.4175,6046375.9985,941,0,0,0,972,1136,1900,1812 12th Ave W,QA,19091101,1909-11-01 00:00:00,1909,11,1,"SED 12-B, SED G-4",,,0,95,DS,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,3,,,True,1,True,"Slide damaged residence - no residence on lot as of March 25, 1998",1,0,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,972
-13622534.0379,6046365.9872,942,0,0,0,973,1137,1930,1815 12th Ave W,QA,19310225,1931-02-25 00:00:00,1931,2,25,SED 12-B,,,0,95,DS,N,L,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,3,,,True,1,True,Slide damaged residence,1,0,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,973
-13622474.1976,6046578.0967,943,0,0,0,974,1138,1900,1911 12th ave w,QA,19091101,1909-11-01 00:00:00,1909,11,1,12-c-1,,,0,95,DS,N,S,T,SS,HC,QS,QC,,Y,Y,Y,N,N,,,,,Human,1,,,True,1,True,Slide affecting residence - no scarp just setdown,1,0,,,,,,,,,,,SDE,2019/09/10 22:47:22+00,,974
-13622657.1029,6046668.6898,944,0,0,0,975,1139,1980,2005 14th ave w,QA,19860118,1986-01-18 00:00:00,1986,1,18,S&W,,w-4528-01,0,15,SC,N,S,B,MS,HF,,,,Y,N,Y,U,Y,,,,,Human,2,W,Y,True,0,True,Fill wall failed - replaced with another wall,1,0,,,,,,,,,,,SDE,2019/09/10 22:49:29+00,,975
-13622575.2105,6046881.2856,945,0,0,0,976,1140,1920,2054 13th Ave W,QA,19200308,1920-03-08 00:00:00,1920,3,8,SED G-4,,,0,15,SC,N,S,G,SS,HF,HC,,,N,N,Y,N,Y,C,,,,Human,1,W,N,True,0,True,Cut for 13th Avenue removed lateral support from slope causing slide,1,0,,,,,,,,,,,SDE,2019/09/10 22:47:23+00,,976
